0,1,2,3,4
1080.0,531.0,0.2900200077330709,0.02671762536735173,0.701219257180448
738.0,1024.0,0.13347795713640728,0.2736500021778841,0.5897313718847973
1773.0,1401.0,0.2401043286685945,0.5590135869485869,0.5230904589021657
1677.0,1506.0,0.11408105133909777,0.34910440762029316,0.8079597814540395
826.0,1022.0,0.14073002006145363,0.19676404153812546,0.741654692989339
1024.0,827.0,0.14681218205599808,0.07244121186000099,0.8101920088999934
1024.0,816.0,0.12202441138315631,0.007490298800378751,0.4705947635449707
652.0,1024.0,0.17554946250769632,0.205639826330943,0.5825250290396068
1270.0,1024.0,0.19381383514618425,0.44510351056800285,0.52891362284333
1024.0,1222.0,0.3063148137121217,0.45984046745734364,0.4002674335256813
1280.0,819.0,0.35221376244057767,0.06542901858911092,0.5821350276221596
689.0,1024.0,0.9398718112094541,0.11797700980840517,0.4899163467319074
1024.0,780.0,0.24894154523523784,0.46801857006167913,0.5050270383594143
2321.0,2422.0,0.09314606270482129,0.6626195448841649,0.5252484503002185
655.0,1024.0,0.10588488199057133,0.09923824946739432,0.8548768019851074
1024.0,734.0,0.13835027530279892,0.32115954716896333,0.38569584030393494
1091.0,897.0,0.2763291471357068,0.24325631478355517,0.5833917094371736
619.0,1024.0,0.09961541992654323,0.2082237082141483,0.7388261501591753
598.0,1024.0,0.11634847296511862,0.2364867437187041,0.6154347787662307
1280.0,979.0,0.23227430340799388,0.4936974888810712,0.6896245324610948
2129.0,2713.0,0.11631301380824105,0.4059234062224588,0.842887756325492
1576.0,1888.0,0.32526337111985437,0.3555270473852255,0.4811031531041389
1024.0,763.0,0.1501604758354652,0.07764458970538425,0.5892649849504024
1370.0,1756.0,0.10411720046600394,0.21716550496403594,0.8224219042654226
834.0,1024.0,0.47506707283557964,0.3278006079438277,0.3127016768937791
790.0,1024.0,0.14683945589921882,0.09748503393157626,0.6781121536826755
1256.0,1576.0,0.3012190110280189,0.2848892671427709,0.556093872731284
1024.0,712.0,0.19417707181100405,0.044510743841370624,0.7023631779783546
1774.0,2216.0,0.12148961281835072,0.6495712583236549,0.2945852565178391
2838.0,2287.0,0.17804983935014643,0.7135338452843306,0.7752918511691861
1231.0,1016.0,0.3740795441715639,0.6429010726531265,0.541243222440412
1020.0,1024.0,0.08470301135057919,0.4235830207537607,0.7968823251573917
1333.0,1722.0,0.25236228729285237,0.5562432047602599,0.35512260930573936
1997.0,1573.0,0.15336919155758713,0.6377633473033388,0.6314215923314068
1024.0,820.0,0.09754430787657795,0.23521523239888179,0.7588493469033959
1024.0,770.0,0.10651476458971003,0.15914257579476662,0.7189834548876372
785.0,1024.0,0.1660397221838082,0.08537522182455162,0.6863572157565253
1069.0,775.0,0.3829603285646369,0.04089808293507933,0.5895386337642574
435.0,565.0,0.26045542795678106,0.14908977621114214,0.28045059545535234
1916.0,2372.0,0.3707176670701807,0.3588566659107633,0.6440915380822434
2628.0,2970.0,0.21385655044123655,0.617205149112128,0.47034229191166554
1280.0,985.0,0.21065603118632711,0.5224579553782733,0.6537578568229322
1280.0,658.0,0.3296394887690179,0.3481729723849566,0.5054363341081112
2211.0,2727.0,0.36001606241812467,0.46631234760893076,0.5182454375245998
2024.0,1682.0,0.186805968440443,0.5918368232627462,0.47620203935465444
545.0,1024.0,0.33258122734611395,0.13494571655699275,0.44579205033504227
1024.0,603.0,0.09789201363122113,0.20023700528378444,0.7062099060965599
1062.0,859.0,0.40688433016524395,0.07617366599981792,0.5459214431899403
1024.0,435.0,0.1904055096847769,0.3636777096907799,0.5591631275354969
645.0,1024.0,0.133250470062238,0.24080559155463663,0.6616405240633075
607.0,1024.0,0.14420153440306133,0.3356046309020387,0.6448078181025297
1024.0,780.0,0.1296248645838015,0.2659692075366869,0.8301338023190047
1024.0,677.0,0.13535890111945276,0.1766225117902596,0.7798273249015266
634.0,1061.0,0.10823102900981375,0.4447721048234799,0.8032950611451972
1280.0,956.0,0.25219890284184227,0.29292548377836614,0.6093100785031587
2518.0,2123.0,0.2089137703701502,0.6905581691125886,0.543199583009168
591.0,1024.0,0.11022535647294639,0.18935851808531276,0.7226266754586776
1024.0,508.0,0.09786359537513811,0.3181812408153445,0.7805576538255556
1217.0,2265.0,0.3023609966270912,0.3435594941722948,0.42786260706448
1024.0,779.0,0.12781501176369073,0.2806892172273094,0.7434722982581992
838.0,1024.0,0.2884954666662497,0.04890520289429919,0.4813936852522929
1563.0,2775.0,0.14436803643095253,0.3008897120117895,0.7025192228470991
750.0,579.0,0.12043367431561237,0.21904041522596218,0.8539352726698051
2093.0,1015.0,0.3351904241081429,0.5435093356570695,0.5095635320210428
984.0,488.0,0.3850300261639117,0.4437392139778435,0.6951438542230163
1024.0,675.0,0.11839010659356575,0.2779727812486566,0.8320072394698621
1139.0,756.0,0.21779988836757105,0.38278262386748896,0.46285877144731674
1024.0,642.0,0.12404707796707506,0.007148947006912408,0.5524231288845367
1771.0,2153.0,0.42214263279507236,0.5446530270278517,0.13766949796281383
1753.0,2174.0,0.6097116130100251,0.19178214267276272,0.6936350417083845
643.0,1024.0,0.14126999496862344,0.12371411307267643,0.6762002787847256
1332.0,1642.0,0.30741854669163526,0.27185443802809245,0.503574802501864
1951.0,2634.0,0.2169386078462942,0.4481754360633593,0.35557440969847254
1491.0,1242.0,0.18096759022842676,0.41692579561114057,0.7435947185115683
750.0,574.0,0.15035502584505367,0.20626829933973728,0.7116793787433673
783.0,1024.0,0.12228709955091796,0.10693031617740759,0.8459686185297876
750.0,544.0,0.1867255032011007,0.1650979828226669,0.6837074971164937
1280.0,951.0,0.08811943380191904,0.3975799049479554,0.5264157536700272
1305.0,1638.0,0.3137319022163256,0.3340951357167393,0.26856863818324256
1024.0,651.0,0.09481383604843717,0.3497040534847788,0.8447794364721696
1024.0,775.0,0.7965941553878328,0.0376338235909878,0.8102715004348519
1967.0,1458.0,0.09874125376885576,0.3404160071172424,0.7445392987631135
564.0,1024.0,0.2753680836097197,0.23527225293385665,0.4270860629823739
2033.0,1456.0,0.6654136262687116,0.08525498693031691,0.6570976816698146
1024.0,484.0,0.15736632913547602,0.005348907854798279,0.7634434486281599
1280.0,1009.0,0.18471488828398244,0.6840691654387046,0.5342781723070796
