image_width,image_height,mean_hue,mean_saturation,mean_brightness,name,year,person
1024.0,603.0,0.09789201363122113,0.20023700528378446,0.7062099060965599,peasant-walking-with-a-wheelbarrow-1885,1885,0.0
1062.0,859.0,0.40688433016524395,0.07617366599981792,0.5459214431899403,garden-with-flowers-1888-2(1),1888,0.0
1024.0,435.0,0.1904055096847769,0.3636777096907799,0.5591631275354969,at-the-plough-1884(1),1884,1.0
645.0,1024.0,0.133250470062238,0.24080559155463666,0.6616405240633075,group-of-people-on-the-beach-with-fishing-boat-arriving-1882(1),1882,1.0
607.0,1024.0,0.14420153440306133,0.3356046309020387,0.6448078181025297,stocky-man-1885-1,1885,1.0
1024.0,780.0,0.1296248645838015,0.2659692075366869,0.8301338023190047,snow-covered-cottages-a-couple-with-a-child-and-other-walkers-1890,1890,0.0
1024.0,677.0,0.13535890111945276,0.1766225117902596,0.7798273249015266,people-strolling-on-the-beach-1882,1882,1.0
634.0,1061.0,0.10823102900981377,0.4447721048234799,0.8032950611451972,two-hands-3,1885,1.0
1280.0,956.0,0.2521989028418423,0.2929254837783661,0.6093100785031587,orchard-with-blossoming-plum-trees-1888,1888,0.0
2518.0,2123.0,0.2089137703701502,0.6905581691125886,0.5431995830091679,view-of-arles-with-irises-in-the-foreground-1888,1888,0.0
591.0,1024.0,0.1102253564729464,0.1893585180853128,0.7226266754586776,peasant-woman-head-1885-1,1885,1.0
1024.0,508.0,0.09786359537513813,0.3181812408153445,0.7805576538255556,couple-walking-between-rows-of-trees-1890(1),1890,0.0
1217.0,2265.0,0.3023609966270912,0.3435594941722948,0.42786260706448,vase-of-hollyhocks-1886,1886,0.0
1024.0,779.0,0.12781501176369073,0.2806892172273094,0.7434722982581992,sower-with-setting-sun-1888-2,1888,0.0
838.0,1024.0,0.2884954666662497,0.04890520289429919,0.4813936852522929,church-in-nuenen-with-one-figure(1),1884,0.0
1563.0,2775.0,0.14436803643095253,0.3008897120117895,0.7025192228470991,orphan-man-with-top-hat-drinking-coffee-1882,1882,1.0
750.0,579.0,0.12043367431561235,0.21904041522596213,0.8539352726698051,wheat-field-with-a-stack-of-wheat-or-hay-1890,1890,0.0
2093.0,1015.0,0.3351904241081429,0.5435093356570695,0.5095635320210428,wheatfield-with-crows-1890,1890,0.0
984.0,488.0,0.3850300261639117,0.4437392139778435,0.6951438542230163,landscape-in-the-rain-1890,1890,0.0
1024.0,675.0,0.11839010659356575,0.2779727812486566,0.8320072394698621,miners-in-the-snow-at-dawn-1880,1880,1.0
1139.0,756.0,0.21779988836757105,0.38278262386748896,0.4628587714473168,farmhouse-with-peat-stacks-1883(1),1883,0.0
1024.0,642.0,0.12404707796707505,0.0071489470069124065,0.5524231288845367,people-walking-in-eindhoven-1885,1885,1.0
1771.0,2153.0,0.4221426327950724,0.5446530270278517,0.13766949796281386,still-life-with-bloaters-1886,1886,0.0
1753.0,2174.0,0.6097116130100251,0.19178214267276272,0.6936350417083845,view-from-vincent-s-room-in-the-rue-lepic-1887,1887,0.0
643.0,1024.0,0.14126999496862344,0.12371411307267645,0.6762002787847256,sheet-with-many-sketches-of-figures-1890,1890,1.0
1332.0,1642.0,0.3074185466916353,0.27185443802809245,0.503574802501864,portrait-of-a-man-with-a-skull-cap,1887,1.0
1951.0,2634.0,0.2169386078462942,0.4481754360633593,0.3555744096984725,window-in-the-bataille-restaurant-1887,1887,0.0
1491.0,1242.0,0.1809675902284268,0.41692579561114057,0.7435947185115683,still-life-bottle-lemons-and-oranges-1888,1888,0.0
750.0,574.0,0.15035502584505367,0.20626829933973728,0.7116793787433673,wheat-field-with-setting-sun-1888,1888,0.0
783.0,1024.0,0.12228709955091795,0.1069303161774076,0.8459686185297876,a-weather-beaten-pine-tree-1889(1),1889,1.0
750.0,544.0,0.1867255032011007,0.1650979828226669,0.6837074971164937,the-old-cemetery-tower-at-nuenen-in-the-snow-1885,1885,0.0
1280.0,951.0,0.08811943380191904,0.3975799049479554,0.5264157536700272,the-kingfisher-1884,1884,0.0
1305.0,1638.0,0.3137319022163256,0.3340951357167393,0.26856863818324256,vase-with-myosotis-and-peonies-1886,1886,0.0
1024.0,651.0,0.09481383604843716,0.3497040534847788,0.8447794364721696,view-of-saintes-maries-with-cemetery-1888,1888,0.0
1024.0,775.0,0.7965941553878328,0.0376338235909878,0.8102715004348519,the-goat-herd-1862,1862,1.0
1967.0,1458.0,0.09874125376885576,0.3404160071172424,0.7445392987631135,swift-1887,1887,0.0
564.0,1024.0,0.2753680836097197,0.23527225293385665,0.4270860629823739,woman-with-hat-head-1882,1882,1.0
2033.0,1456.0,0.6654136262687116,0.08525498693031691,0.6570976816698146,the-church-in-nuenen-in-winter-1883,1883,1.0
1024.0,484.0,0.15736632913547602,0.005348907854798279,0.7634434486281599,sand-diggers-in-dekkersduin-near-the-hague-2-1883,1883,1.0
1280.0,1009.0,0.18471488828398244,0.6840691654387046,0.5342781723070796,path-in-the-park-at-arles-1888,1888,0.0
570.0,1024.0,0.7299454235904432,0.025179119676958687,0.5921392463235295,man-sitting-with-a-glass-in-his-hand-1882,1882,1.0
1761.0,2320.0,0.3506392294336203,0.4976518578979679,0.5627157154545618,self-portrait-with-straw-hat-1887-2,1887,0.0
1345.0,1887.0,0.08636073925122467,0.6105840213589369,0.6581431350955791,melancholy-1883,1883,0.0
1769.0,1287.0,0.2257225466495987,0.4525652268002356,0.5084143648969237,the-house-of-pere-pilon-1890,1890,0.0
600.0,1024.0,0.10127868470578973,0.2105731960006952,0.7641809576695263,two-heads-of-men,1885,1.0
1410.0,891.0,0.20979809244340208,0.19246615783870635,0.6423592466015865,three-cottages-in-saintes-maries-1888,1888,1.0
635.0,468.0,0.07180624131406213,0.3693586842366426,0.5829342486035397,two-peasant-women-digging-potatoes-1885,1885,1.0
806.0,1024.0,0.14369443953926933,0.12961084466801298,0.6324499844913153,peasant-woman-head-7,1884,1.0
1280.0,982.0,0.2806459888827512,0.2374073667492579,0.49177638048600303,wheat-field-in-rain-1889,1889,0.0
1333.0,1805.0,0.3471045818037777,0.3603061649429972,0.7023014251200081,peach-trees-in-blossom-1888,1888,0.0
2720.0,2111.0,0.11732667223300736,0.5689382988112349,0.4294491635509493,peasant-and-peasant-woman-planting-potatoes-1885,1885,1.0
1576.0,2092.0,0.6510057101995296,0.05836510505332384,0.704828113316742,cypresses-1889-1(1),1889,0.0
1024.0,618.0,0.1613834573528619,0.19993117257253654,0.6900648600105498,the-public-soup-kitchen-1883-1,1883,0.0
1619.0,2471.0,0.1173339990562198,0.4533093785716196,0.5649352185236102,digger-1882-3(1),1882,1.0
720.0,1024.0,0.37278671843526695,0.4435619360693205,0.32052332792926186,still-life-vase-with-cornflowers-and-poppies-1887,1887,0.0
1609.0,2181.0,0.19612415888052145,0.3207535467189319,0.3315987285269226,portrait-of-vincent-van-gogh-the-artist-s-grandfather-1881,1881,1.0
719.0,1024.0,0.3874050545967256,0.3934540041432469,0.4835772702248494,sien-sewing-half-figure-1883-1,1883,0.0
889.0,1123.0,0.056818202357675325,0.5859202706961664,0.1810015642130953,peasant-woman-with-a-child-in-her-lap-1885,1885,1.0
1968.0,1586.0,0.34795259712698184,0.4432724821512901,0.6084245236043339,olive-grove-1889,1889,0.0
653.0,1024.0,0.16305117682616133,0.3067823061806291,0.4547516364892053,woman-sitting-on-a-basket-with-head-in-hands,1881,1.0
1024.0,669.0,0.11471755086696693,0.4867082219240533,0.6200401306823176,vicarage-at-nuenen-1884,1884,0.0
1280.0,1021.0,0.14324003491166226,0.6860804282174957,0.5882073064901767,field-with-two-rabbits-1889(1),1889,0.0
1024.0,728.0,0.11115412293581643,0.2916382856421865,0.7990221749757597,sketch-of-the-painting-the-potato-eaters-1890,1890,0.0
2130.0,3180.0,0.37939380261129135,0.4393625653801027,0.4485475611923689,the-garden-of-doctor-gachet-at-auvers-sur-oise-1890(1),1890,0.0
2660.0,1624.0,0.12310972934020405,0.5634894270410896,0.5033652299395259,iron-mill-in-the-hague-1882,1882,1.0
385.0,660.0,0.1140985557826659,0.5700934119530447,0.6458129808397188,sorrow-1882-1,1882,0.0
1024.0,542.0,0.13215169192223636,0.1919328275115154,0.7365621438843069,the-schenkweg-1882,1882,0.0
1024.0,738.0,0.08190727256946659,0.14846709217606052,0.7411312256313434,public-garden-with-benches-1888,1888,0.0
1361.0,1791.0,0.1483322920794644,0.12007706183144108,0.6697618304633806,woman-by-a-hearth-1885-1,1885,1.0
1024.0,677.0,0.10477354581854297,0.42958071873737214,0.7235254859421615,man-pulling-a-harrow-1883,1883,1.0
2215.0,2720.0,0.26481161859723257,0.4677197826736191,0.30585088236595936,portrait-of-a-woman-with-a-red-ribbon-1885,1885,1.0
1024.0,782.0,0.12025759106716835,0.3807267193557665,0.7477099729357853,entrance-gate-to-a-farm-with-haystacks-1888(1),1888,0.0
2024.0,1473.0,0.6713966798610946,0.09121336891140414,0.5900317431980721,rhone-with-boats-and-a-bridge-1888,1888,0.0
1024.0,1268.0,0.2891491317170593,0.4867502838061067,0.4676500820778826,the-grounds-of-the-asylum-1889,1889,0.0
1168.0,1862.0,0.1477462322523204,0.6056564747051698,0.35259148540454405,portrait-of-a-one-eyed-man-1888,1888,1.0
1145.0,944.0,0.4081194495587341,0.4543043136590865,0.2302186780270541,still-life-with-apples-meat-and-a-roll-1886,1886,0.0
750.0,981.0,0.11525576827630102,0.2754230161454225,0.7027101170607557,trees-with-ivy-1889,1889,0.0
999.0,1024.0,0.27339171807229146,0.5262347630269021,0.642292756144625,child-with-orange-1890(1),1890,0.0
789.0,1024.0,0.16810184158507052,0.07951321365405044,0.8083235043661003,plaster-torso-of-a-woman-seen-from-the-side-1886,1886,1.0
776.0,1068.0,0.30454273348218663,0.3402955977236836,0.1808990656766974,peasant-woman-peeling-potatoes-1885,1885,1.0
1024.0,822.0,0.14873722064175338,0.2517902550323641,0.4694769778919781,four-men-cutting-wood-1882(1),1882,1.0
674.0,1024.0,0.232377414998078,0.2498566764951813,0.3993883174328708,workman-sitting-on-a-basket-cutting-bread-1882,1882,1.0
1145.0,778.0,0.10015855693003001,0.7132692168277757,0.29148289142443834,village-at-sunset-1884,1884,0.0
1278.0,1844.0,0.4523922914273626,0.6018856346418558,0.18938654826039875,head-of-a-peasant-woman-with-dark-cap-1885-1(1),1885,1.0
706.0,1024.0,0.15708306531768465,0.1119637047835342,0.6880943019913349,sower-1882-3,1882,0.0
1266.0,1024.0,0.2224590583027372,0.3248456733987329,0.4891710281194822,the-ravine-of-the-peyroulets-1889,1889,0.0
2024.0,1621.0,0.25628788927082125,0.3897681248413157,0.5216573990152787,view-of-arles-with-trees-in-blossom-1888,1888,0.0
1365.0,1829.0,0.20832715173018712,0.3261255015697911,0.5931800863508966,head-of-a-man-possibly-theo-van-gogh-1887(1),1887,1.0
1024.0,836.0,0.9382862891828052,0.08124153034719736,0.6696120896586802,baby-crawling(1),1883,0.0
2245.0,2713.0,0.3701863790346092,0.4199518442115216,0.5356643000987679,vase-with-lilacs-daisies-and-anemones-1887,1887,0.0
1280.0,1014.0,0.33269202584081725,0.5059423688132905,0.4757239758576014,houses-with-thatched-roofs-cordeville-1890,1890,0.0
643.0,1024.0,0.08361470931966204,0.5397879054044248,0.4043577028157686,woman-mending-stockings-1881,1881,1.0
2531.0,1734.0,0.13443352012516685,0.5463831699599054,0.5611857238286941,the-banks-of-the-seine-1887,1887,0.0
2019.0,2483.0,0.1168016553740769,0.5792387882782712,0.6949442740562313,self-portrait-with-straw-hat-1887,1887,0.0
1883.0,1458.0,0.10919250313400786,0.352095985066604,0.5472767698723594,view-of-paris-with-notre-dame-and-the-pantheon-1886,1886,0.0
596.0,428.0,0.09959379162134033,0.41614391792567335,0.36284956025940457,still-life-with-a-basket-of-vegetables-1885,1885,0.0
1056.0,825.0,0.3746696851113056,0.037928295862346965,0.5065268414987667,peasant-woman-reeling-yarn-1885,1885,1.0
2234.0,1696.0,0.10847729825060473,0.4086873327947997,0.6329766316629517,wheat-field-with-sheaves-and-a-windmill-1885,1885,1.0
1024.0,797.0,0.08523406080696158,0.2658991604746156,0.8438366453858834,hands-1885-1(1),1885,1.0
594.0,1067.0,0.10421374833701336,0.3520747160580678,0.7342030234288168,two-hands-and-a-woman-s-head,1885,1.0
1024.0,733.0,0.12136834704860988,0.28950416185272115,0.3626232125481503,woman-sitting-by-the-fire-peeling-potatoes-sketch-of-a-second-figure-1885,1885,1.0
1078.0,813.0,0.6148900086209609,0.06082577028223265,0.5695498774260905,a-public-garden-with-people-walking-in-the-rain-1886(1),1886,1.0
1024.0,874.0,0.13794704870838212,0.6808898247036609,0.6487142299532803,olive-picking-1889,1889,0.0
1899.0,1140.0,0.14323966076251762,0.4529635333827518,0.2588000618796521,weaver-1884-1,1884,1.0
1024.0,782.0,0.0949956187887408,0.30610299862657714,0.7665782319561459,road-with-men-walking-carriage-cypress-star-and-crescent-moon-1890,1890,1.0
1024.0,822.0,0.09732754498078768,0.3417599716636976,0.7660899771823267,quay-with-men-unloading-sand-barges-1888,1888,1.0
1467.0,1813.0,0.4278555718850797,0.5955973858978207,0.5413355334580263,plaster-statuette-of-a-female-torso-1886,1886,0.0
1024.0,825.0,0.13588452103244966,0.07531361020863779,0.7547329174093881,a-row-of-bare-trees-1889(1),1889,0.0
2079.0,2468.0,0.1297372816541284,0.6479672914261732,0.40870346883630576,the-fourteenth-of-july-celebration-in-paris-1886,1886,1.0
765.0,1662.0,0.3091808131445194,0.03310733598432164,0.7053528858119144,peasant-with-a-chopping-knife-1881,1881,1.0
1280.0,764.0,0.22260441828974886,0.35206531322356377,0.621918870624166,montmartre-the-quarry-and-windmills-1886,1886,0.0
1448.0,1986.0,0.1680549754736226,0.5758575937740227,0.6930480294135644,sheaf-binder-the-after-millet-1889,1889,0.0
1024.0,716.0,0.1399383752805609,0.044052357974745125,0.6744089705540037,farmhouse-1883(1),1883,0.0
2724.0,1905.0,0.1474976865663775,0.4903335217661296,0.4501945828724416,cottage-and-woman-with-goat-1885(1),1885,1.0
1280.0,962.0,0.18119742568665664,0.293726037233351,0.6157119690391754,harvest-in-provence-at-the-left-montmajour-1888(1),1888,0.0
2479.0,3237.0,0.2258356091762003,0.6300481237255343,0.6393639318462401,young-peasant-girl-in-a-straw-hat-sitting-in-front-of-a-wheatfield-1890,1890,0.0
1280.0,973.0,0.1285788726379437,0.5560159593891937,0.27349789286218096,peasant-burning-weeds-1883,1883,0.0
1320.0,1622.0,0.11168279633602662,0.6899018726598564,0.7774890982062591,portrait-of-camille-roulin-1888,1888,0.0
1246.0,1024.0,0.14582616519828018,0.4525340246133128,0.4735642905336293,entrance-to-the-voyer-d-argenson-park-at-asnieres-1887(1),1887,1.0
1038.0,1859.0,0.12194591628735944,0.4204133110997226,0.7295436534392408,head-of-an-old-man,1885,1.0
1744.0,2621.0,0.21739712494265973,0.3976781518501573,0.5997599628253373,young-girl-standing-against-a-background-of-wheat-1890,1890,0.0
750.0,498.0,0.13206514973180095,0.2860651789140817,0.6066848833241463,funeral-in-the-snow-near-the-old-tower-1883(1),1883,0.0
622.0,1024.0,0.5152239580518603,0.06637491994943764,0.8168378498656299,seated-nude-after-bargues-1890,1890,1.0
1066.0,811.0,0.3090184418075512,0.02327179450977369,0.7065112093840111,wheat-field-with-cypresses-at-the-haude-galline-near-eygalieres-1889,1889,0.0
1024.0,711.0,0.21974085976590813,0.043937253142403605,0.5803029328600288,woman-reeling-yarn-1884-1,1884,1.0
1024.0,759.0,0.1370419391887428,0.3989689367364582,0.7177512668646185,the-rhone-with-boats-and-a-bridge-1888,1888,0.0
1380.0,2140.0,0.10008661836490138,0.2314372083999065,0.8433589472901445,idol,1886,1.0
1927.0,1343.0,0.10827939559594016,0.388764620249774,0.5329869420782783,country-road-1890(1),1890,1.0
830.0,984.0,0.09721117089310796,0.5842660626688678,0.4818685550427438,japonaiserie-after-hiroshige-1887,1887,0.0
1039.0,651.0,0.1322730235837846,0.273956182048438,0.8420461493921051,two-hands-with-a-stick,1885,1.0
1208.0,1488.0,0.19776753643591652,0.3211450555930906,0.7253904761007163,portrait-of-madame-ginoux-l-arlesienne-1888,1888,0.0
2482.0,1687.0,0.0,0.0,0.8482227213359851,the-langlois-bridge-at-arles-1888,1888,1.0
721.0,507.0,0.2285107412265392,0.4608103894105468,0.6239810904925347,shores-of-scheveningen-1882,1882,0.0
1829.0,1121.0,0.09155689031770826,0.5849566538008611,0.6202761269107229,man-and-woman-sharing-a-meal-1885,1885,1.0
783.0,1024.0,0.2608232193065354,0.335056116106582,0.6855256138015554,the-zouave-half-length-1888,1888,1.0
790.0,1024.0,0.06932278332613295,0.2522297847190849,0.4895197464864111,orphan-man-bareheaded-1883,1883,1.0
599.0,1024.0,0.1050604997038716,0.2163057784917708,0.7304645303446919,peasant-girl-half-figure-2-1885,1885,0.0
1684.0,1840.0,0.17581861801988652,0.4386829312998595,0.6100766035785382,selfportrait-on-the-road-to-tarascon-the-painter-on-his-way-to-work-1888,1888,1.0
1280.0,844.0,0.4468330833143401,0.04087102542189555,0.647262677434718,the-artist-s-house-in-arles-1888,1888,1.0
843.0,1024.0,0.1204228235963262,0.3797434896695141,0.7009464976493266,peasant-woman-bending-over-1885,1885,1.0
710.0,563.0,0.192792617532714,0.4734048148086464,0.6875969024189367,morning-going-to-work-1890,1890,0.0
2198.0,2704.0,0.16808404747912198,0.5391027525582179,0.5888180616157821,garden-behind-a-house-1888(1),1888,0.0
1780.0,1453.0,0.183649003382857,0.4595382552712606,0.5426735153181108,thatched-cottages-in-jorgus-1890,1890,0.0
2213.0,1763.0,0.0885661593048425,0.5394529483847958,0.5791710155887051,pine-trees-in-the-fen-1884,1884,1.0
1280.0,556.0,0.1244246033821383,0.3883107403353781,0.5690353562738041,windmils-at-dordrecht-1881,1881,0.0
1666.0,1155.0,0.0958272939652127,0.5635651016075052,0.5348344440908525,strollers-and-onlookers-at-a-place-of-entertainment-1887,1887,1.0
1766.0,2238.0,0.2962250108070427,0.05436040575160391,0.6116028376926328,cypresses-1889(1),1889,0.0
2443.0,1758.0,0.3257042674570351,0.24479855514237875,0.6733962441550408,gate-in-the-paris-ramparts-1887(1),1887,0.0
740.0,1024.0,0.5581329580786364,0.03430557403140238,0.7182797905902224,sorrow-1882,1882,0.0
1024.0,768.0,0.32406649767130113,0.046760153687053406,0.6254758697709227,weaver-with-other-figures-in-front-of-loom-1884,1884,0.0
645.0,1024.0,0.11550637722870345,0.3241021235926667,0.536849498641511,fisherman-with-sou-wester-sitting-with-pipe-1883(1),1883,1.0
1024.0,696.0,0.12915408019215904,0.21457935867189545,0.7914081153070065,fishing-boats-at-sea-1888(1),1888,0.0
1940.0,1203.0,0.08332662052466562,0.5792956267412335,0.5467050603395163,figures-in-a-winter-landscape-1883(1),1883,0.0
1024.0,768.0,0.18667101719604448,0.5655594268904756,0.4823501437318091,study-of-a-tree-1882,1882,0.0
2124.0,2712.0,0.18032983087674426,0.6110542734188414,0.5059670273566933,portrait-of-the-artist-s-mother-1888,1888,1.0
1526.0,1227.0,0.2376883282980091,0.30570481517357395,0.5954421342944816,peasants-lifting-potatoes-1890,1890,0.0
1260.0,1024.0,0.1894617728504293,0.5260758800597597,0.6798227081631265,wheat-stacks-with-reaper-1888,1888,0.0
1024.0,914.0,0.15758339596031795,0.11929429512852492,0.5752555814106277,head-of-a-woman-with-her-hair-loose-1886,1886,1.0
737.0,1098.0,0.12819261772731916,0.3288042418575625,0.3690992598446648,head-of-a-man-1(1),1885,1.0
1024.0,840.0,0.12101471950041602,0.7251817220954783,0.5547335242690826,a-girl-in-the-street-two-coaches-in-the-background-1882(1),1882,1.0
822.0,1024.0,0.1199208807555762,0.20471392171647884,0.7477413410619724,sketch-of-a-right-arm-and-shoulder-1886,1886,0.0
734.0,1024.0,0.07245283402202528,0.14100654322290934,0.7356453347474892,landscape-with-hut-in-the-camargue-1888,1888,1.0
1280.0,1002.0,0.2285424749072183,0.4258842987942232,0.5839622807081916,orchard-in-blossom-1888-2,1888,0.0
1024.0,548.0,0.12601240028348198,0.22589970026447034,0.8370047023713684,l-arlesienne-portrait-of-madame-ginoux-1888,1888,0.0
1280.0,846.0,0.2684924882610443,0.4282026893245784,0.608560599476197,man-with-spade-in-a-suburb-of-paris-1887,1887,1.0
2733.0,1313.0,0.28681596532209114,0.4667058939305186,0.43531891084415175,landscape-with-the-chateau-of-auvers-at-sunset-1890,1890,0.0
698.0,1024.0,0.1745812996216546,0.4347158977886322,0.4568876214078039,still-life-vase-with-five-sunflowers-1888,1888,0.0
854.0,1234.0,0.08426630612189423,0.4817459472152528,0.3425481280005692,avenue-of-poplars-at-sunset-1884(1),1884,0.0
1024.0,771.0,0.38118604321471855,0.0997634101344104,0.4834079247173901,interior-with-peasant-woman-sitting-near-the-fireplace-1885-1,1885,1.0
1263.0,1024.0,0.3334768772049246,0.27930169638658897,0.5551459793636376,le-moulin-de-la-galette-1886-1,1886,0.0
855.0,1335.0,0.3756333952508851,0.2998863569060815,0.2865430458229244,man-in-a-village-inn-1883,1883,1.0
579.0,1024.0,0.09446162863749093,0.2300571081324969,0.6952467145644957,plaster-statuette-1886-1,1886,1.0
1139.0,1024.0,0.17092386033333065,0.23134769200533964,0.5159677290719845,the-old-tower-1884,1884,0.0
2649.0,1597.0,0.13827736244045646,0.3894314347105927,0.5607389794991731,bleaching-ground-1882(1),1882,0.0
1271.0,787.0,0.10497752528060128,0.4920381304362208,0.7452907466200496,view-of-royal-road-ramsgate-1876-1,1876,0.0
950.0,768.0,0.1850968351279345,0.4155746173314353,0.5492577829377366,the-factory-at-asnieres-1887,1887,0.0
1789.0,1428.0,0.3943942512259616,0.4005951194253644,0.5056284287737168,field-with-poppies-1889(1),1889,0.0
1024.0,629.0,0.8689521179410886,0.05235744506614519,0.5830511077145485,two-men-with-a-four-wheeled-wagon-1882,1882,1.0
2081.0,2730.0,0.17954967544460998,0.33820833633231395,0.5107135086319301,congregation-leaving-the-reformed-church-in-nuenen-1884(1),1884,1.0
1921.0,2514.0,0.10703797613640552,0.30497857783653803,0.4991203914050944,portrait-of-a-woman-1885,1885,1.0
923.0,1024.0,0.1465473071839883,0.09429382954125058,0.7093311684776835,sketch-of-cows-and-children-1890,1890,1.0
